"Adresse","Wortanzahl","Sätze zählen","Durchschnittliche Wörter pro Satz","Flesch Reading Ease-Punktzahl","Lesbarkeit","Engste Ähnlichkeitsübereinstimmung","Anzahl der Nahduplikate","Sprachfehler insgesamt","Rechtschreibfehler","Grammatikfehler","Language","Hash","Indexierbarkeit","Indexierbarkeitsstatus"
"https://www.ehip.eu/","1716","360","4,767","31,071","Schwer","","","","","","de","7995353dfd86dcafe22d8c260c7595ff","Indexierbar",""
"https://www.ehip.eu/study-guide/dein-studiensupport/","499","79","6,316","47,500","Schwer","","","","","","de","707cb2bd303b04c6756ede73a9b1df2d","Indexierbar",""
"https://www.ehip.eu/study-guide/digitale-lerntools/","596","103","5,786","29,207","Sehr schwer","","","","","","de","912797c7bf4c1f0e57d38cdecf4a07af","Indexierbar",""
"https://www.ehip.eu/study-guide/studieren-mit-ihk-abschluss/","1199","188","6,378","34,901","Schwer","","","","","","de","4da1a2fbacbcd83b886b8f1812f52e35","Indexierbar",""
"https://www.ehip.eu/ueber-uns/qualitaet/","830","192","4,323","30,597","Schwer","","","","","","de","8debaad888de590e395c37c8a843e6c2","Indexierbar",""
"https://www.ehip.eu/study-guide/gebuehrenmodelle/","425","84","5,060","48,822","Schwer","","","","","","de","9772b96fe90cd420cd9733e82ff5ec97","Indexierbar",""
"https://www.ehip.eu/marketing-und-kommunikation-bachelorstudiengaenge/","909","180","5,050","31,206","Schwer","","","","","","de","6f0224858b5a30b3efa0348ee4f560d1","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/","876","157","5,580","24,922","Sehr schwer","","","","","","de","1abc9ff2739cc9397f87f5eba7349746","Indexierbar",""
"https://www.ehip.eu/coming-soon-duale-studiengaenge-unternehmen/","931","220","4,232","34,794","Schwer","","","","","","de","2fd19de1f20ca03910054e382ae9f34c","Indexierbar",""
"https://www.ehip.eu/study-guide/fernstudium-finanzieren/","1365","222","6,149","48,004","Schwer","","","","","","de","23e04db2b3170577c3de30580873c905","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/sportmanagement-studium/","3678","715","5,144","32,713","Schwer","","","","","","de","239afe3cbb075c3d9ed7716e74261eec","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement/","3258","640","5,091","33,325","Schwer","","","","","","de","38d8c6bead659f5c34c3a4f34efd6cc1","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungswissenschaften-fernstudium/","3533","720","4,907","27,410","Sehr schwer","","","","","","de","d55d1acde8ad7a6d4c669bec68b8e0f7","Indexierbar",""
"https://www.ehip.eu/datenschutz/","9784","1936","5,054","33,344","Schwer","","","","","","de","2fcffbc98679982888674fa332c55b3e","Indexierbar",""
"https://www.ehip.eu/hochschule/team/","272","109","2,495","31,059","Schwer","","","","","","de","f7de6ec795f7fd3f12f7f827339d5fd6","Nicht indexierbar","noindex"
"https://www.ehip.eu/vertrag-kuendigen/","231","38","6,079","62,961","Normal","","","","","","de","e0f0c08b1e3c19014cd6607a128e431f","Nicht indexierbar","noindex"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","3090","644","4,798","30,520","Schwer","","","","","","de","f333bcd9be59a75864caee4905ef0b09","Indexierbar",""
"https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","1445","245","5,898","31,941","Schwer","","","","","","de","6de17086ea16c8bfc8d5d4516c352fce","Indexierbar",""
"https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","717","116","6,181","50,594","Relativ schwer","","","","","","de","aab34e924768252946f6a7c07f61ffab","Indexierbar",""
"https://www.ehip.eu/study-guide/deine-studienberatung/","219","40","5,475","66,845","Normal","","","","","","de","bea5109b41832217c585ac764c447931","Indexierbar",""
"https://www.ehip.eu/kontaktformular/","105","17","6,176","70,040","Relativ einfach","","","","","","de","a55364702ea4536551fff784ae10f130","Nicht indexierbar","noindex"
"https://www.ehip.eu/study-guide/deine-bruecke-zu-uns/","122","22","5,545","47,262","Schwer","","","","","","de","ffdca93931afe7ff1c9b061435d39ef4","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/digital-marketing-studium/","3441","670","5,136","35,200","Schwer","","","","","","de","14917aa2256e0bfe684ce03cdb38cb4e","Indexierbar",""
"https://www.ehip.eu/study-guide/studium-und-job/","1428","219","6,521","31,372","Schwer","","","","","","de","bdaf887e26da7163119db2c5472e8d58","Indexierbar",""
"https://www.ehip.eu/bachelor-studiengaenge/","986","173","5,699","27,817","Sehr schwer","","","","","","de","d1ae02713cfd4f1bf1909a6111c34ddb","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","3073","616","4,989","30,259","Schwer","","","","","","de","93d9bcadab1d5c645ef518ae847a12ef","Indexierbar",""
"https://www.ehip.eu/kalender-studienberatung/","55","11","5,000","49,480","Schwer","","","","","","de","9a2781e94342c987143db4a8443c7b17","Nicht indexierbar","noindex"
"https://www.ehip.eu/study-guide/voraussetzungen/","117","27","4,333","33,960","Schwer","","","","","","de","1baf4196b7c8fef42c919751c6b4b098","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","4190","817","5,129","36,205","Schwer","","","","","","de","b2864e421f34b48fd5b55dc890ca6715","Indexierbar",""
"https://www.ehip.eu/study-guide/pruefungsformen/","804","128","6,281","53,041","Relativ schwer","","","","","","de","96fe4db141ceca7acee2432d942fc714","Indexierbar",""
"https://www.ehip.eu/study-guide/warum-ehip/","572","92","6,217","48,333","Schwer","","","","","","de","a7cb8464c7e4152642c9144da3128ccf","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","3263","649","5,028","31,235","Schwer","","","","","","de","2fe2b953f88aec08f634d34991a392b3","Indexierbar",""
"https://www.ehip.eu/study-guide/studium-alleinerziehend/","1481","224","6,612","42,920","Schwer","","","","","","de","c2f8b1715dfa017591d430540cb0e860","Indexierbar",""
"https://www.ehip.eu/coming-soon-duale-studiengaenge/","1030","212","4,858","52,252","Relativ schwer","","","","","","de","b2dbc9969975ee0c5386164558f38587","Indexierbar",""
"https://www.ehip.eu/study-guide/wegweiser/","688","130","5,292","54,766","Relativ schwer","","","","","","de","7887b60a026232b13ae750d2d3f0a6b4","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","3251","655","4,963","27,002","Sehr schwer","","","","","","de","492f5ed3625e9e716fe12a74fa7f4a2d","Indexierbar",""
"https://www.ehip.eu/infoveranstaltung/","463","96","4,823","45,530","Schwer","","","","","","de","6a627ec69d6db3b2c50123cb530917d8","Nicht indexierbar","noindex"
"https://www.ehip.eu/study-guide/studieren-mit-familie/","946","166","5,699","41,956","Schwer","","","","","","de","12328a15c45879db2ac5cd50a8ba93d1","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","3015","603","5,000","28,912","Sehr schwer","","","","","","de","5c9270493059ef3a470aa0039f3eceac","Indexierbar",""
"https://www.ehip.eu/study-guide/dein-anmeldeprozess/","486","105","4,629","26,670","Sehr schwer","","","","","","de","c324a98020c2d74076113e75f0dd2f58","Indexierbar",""
"https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","1382","254","5,441","46,559","Schwer","","","","","","de","3beb41ae3e0b2fbb2837da6d2b057c7c","Indexierbar",""
"https://www.ehip.eu/impressum/","322","102","3,157","18,667","Sehr schwer","","","","","","de","e873f241b17409a5f62ca67851e0617c","Indexierbar",""
"https://www.ehip.eu/study-guide/deine-studieninformationen/","426","71","6,000","62,525","Normal","","","","","","de","4b697be9874a0358f28e64dc8f5ed7","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","3762","763","4,931","23,905","Sehr schwer","","","","","","de","bf0876424088474d8fb433d0ec23beee","Indexierbar",""
"https://www.ehip.eu/fernstudium/","1036","180","5,756","27,138","Sehr schwer","","","","","","de","757f4ce24d436c3d5e30c584b382c42f","Indexierbar",""
"https://www.ehip.eu/hochschule/","67","16","4,188","37,173","Schwer","","","","","","de","1b6320f82a7dfce2c2498bb86d4d7d00","Indexierbar",""
"https://www.ehip.eu/study-guide/","298","51","5,843","57,822","Relativ schwer","","","","","","de","81f8ed3ab84e43a41cb06a5c9cd31fa7","Indexierbar",""
"https://www.ehip.eu/study-guide/dein-leben-dein-studium/","174","35","4,971","59,330","Relativ schwer","","","","","","de","f8dfa1974f91b2ce53d2cb88f0e0d8ce","Indexierbar",""
"https://www.ehip.eu/study-guide/deine-lernwelt/","159","29","5,483","45,904","Schwer","","","","","","de","e6bd986d78c0766f326907e59cc14074","Indexierbar",""
"https://www.ehip.eu/study-guide/dein-studium/","290","53","5,472","57,461","Relativ schwer","","","","","","de","ed3533fe79c33132cfb60d47b654fd8b","Indexierbar",""
"https://www.ehip.eu/wer-kann-bei-uns-studieren/","1039","169","6,148","22,601","Sehr schwer","","","","","","de","8bd7d87c0473db269cff2d9f0775bf25","Indexierbar",""
"https://www.ehip.eu/bachelor-of-arts/","1004","162","6,198","35,726","Schwer","","","","","","de","2e69e01bae8691fc4f5160cd714e5592","Indexierbar",""
"https://www.ehip.eu/ueber-uns/","825","137","6,022","29,780","Sehr schwer","","","","","","de","5439f6454cf6154524f1100f2371827c","Indexierbar",""
"https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","772","154","5,013","32,547","Schwer","","","","","","de","d9bd2e7e1d1cbfe0790fbb68dec38860","Indexierbar",""
"https://www.ehip.eu/studienplatz-sichern/","435","116","3,750","44,331","Schwer","","","","","","de","ae2132815adb022f8245e41f4847b5c7","Nicht indexierbar","noindex"
"https://www.ehip.eu/wirtschaft-und-management-bachelorstudiengaenge/","1098","204","5,382","35,716","Schwer","","","","","","de","8e9fec1d2a12d3ef90c899439b654a43","Indexierbar",""
"https://www.ehip.eu/study-guide/bafoeg-fernstudium/","952","164","5,805","52,893","Relativ schwer","","","","","","de","66fa87a9feccc1a3c5cec14d64dbf1d2","Indexierbar",""
"https://www.ehip.eu/study-guide/studieren-direkt-nach-abitur/","707","115","6,148","40,369","Schwer","","","","","","de","693f988d794280dd02e040731db0737e","Indexierbar",""
"https://www.ehip.eu/gesundheit-bachelorstudiengaenge/","869","173","5,023","13,845","Sehr schwer","","","","","","de","35527e91060d6cd6e760859c75e82930","Indexierbar",""
"https://www.ehip.eu/study-guide/lernkonzept-focus/","766","122","6,279","48,270","Schwer","","","","","","de","365d6a49866800c82b9b76c653e1bf88","Indexierbar",""
"https://www.ehip.eu/study-guide/online-campus/","457","77","5,935","37,165","Schwer","","","","","","de","b30a14d62eed3235932ee31d7667b563","Indexierbar",""
"https://www.ehip.eu/studieren-als-fachwirt-betriebswirt-meister/","294","69","4,261","37,627","Schwer","","","","","","de","153c0480481bd2cda0b9fb70d40017d5","Indexierbar",""
"https://www.ehip.eu/studienplatz-sichern/?id=","437","116","3,767","44,846","Schwer","","","","","","de","313655f20dda848724a679be60aff5b5","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-controlling-im-gesundheitswesen-m-w-d/","537","91","5,901","31,330","Schwer","","","","","","de","5800e96a02535f8bcba0d2914d19b73a","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/professur-fuer-quantitative-bwl-m-w-d/","516","100","5,160","49,777","Schwer","","","","","","de","86ff4caab672a8e2e9be45b3c6539ea3","Nicht indexierbar","noindex"
"https://www.ehip.eu/fernstudium/bachelor/fitnesswissenschaft-fernstudium/","3086","634","4,868","27,266","Sehr schwer","","","","","","de","fe56a04bd8d8f36b5049aa124ba9a709","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-digitale-marktforschung-und-big-data-management-m-w-d/","548","94","5,830","31,718","Schwer","","","","","","de","865ab62d1b2c7485a8a13dffcb983ffb","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-accounting-2-jahresabschluss-m-w-d/","536","95","5,642","33,171","Schwer","","","","","","de","7e465bbdbe239198571c59c2c6fcfb41","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/professur-fuer-wirtschaftspsychologie-m-w-d/","502","99","5,071","48,498","Schwer","","","","","","de","87d044e3c2b3d1e4f3f0261a8cf2e33a","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-zum-thema-beschaffung-und-logistik-m-w-d/","537","91","5,901","31,803","Schwer","","","","","","de","cea40a2f732d9390695509d79bd220a5","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-betriebliches-management-und-controlling-m-w-d/","540","92","5,870","31,051","Schwer","","","","","","de","1e4d752e2e2fcbce002321d279034a65","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/mitarbeiter-studienberatung-vertrieb-b2c-m-w-d/","630","106","5,943","41,942","Schwer","","","","","","de","b40b7d82c1a1121dafe437b9bef6f1a2","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-kommunikation-und-verhandlungsfuehrung-im-gesundheitswesen-m-w-d/","542","95","5,705","29,347","Sehr schwer","","","","","","de","6240c581718e7c3181717a63d81b68f6","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/professur-digitalisierung-und-unternehmen-m-w-d/","509","99","5,141","46,544","Schwer","","","","","","de","f8af1efac9ddf59a2dab46f4ef0470e1","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-im-gesundheitswesen-m-w-d/","543","94","5,777","29,591","Sehr schwer","","","","","","de","598705250b5152234c5a15e7da5d5892","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-m-w-d/","534","91","5,868","31,204","Schwer","","","","","","de","680bba6a9e7908d2b3d0440b8c15474e","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-unternehmenssteuern-in-brd-europa-steuerrecht-m-w-d/","542","94","5,766","32,563","Schwer","","","","","","de","4ec615d45d0881b6227a97cc4eb8682b","Indexierbar",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-ernaehrungssoziologie-und-oekonomie-m-w-d/","535","92","5,815","31,258","Schwer","","","","","","de","ab8bddd1f0960b812e005323905437e4","Indexierbar",""
"https://www.ehip.eu/kontakt-duale-studiengaenge-unternehmen/","104","17","6,118","74,539","Relativ einfach","","","","","","de","a726e640271ef012bfcfc8eeacc772e0","Nicht indexierbar","noindex"
"https://www.ehip.eu/fernstudium/bachelor/online-marketing-studium/","3292","609","5,406","34,333","Schwer","","","","","","de","ee35011cf06e898b2b643b64c89dc2f7","Indexierbar",""
"https://www.ehip.eu/eignungspruefung/","759","128","5,930","58,479","Relativ schwer","","","","","","de","b7d905150bb91d6cf30e96a2f2a6a4f","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=sportmanagement-studium&titel=B.A. Sportmanagement","412","72","5,722","60,985","Normal","","","","","","de","c431d22a7c3932b372b9abb6e83102fd","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/bachelor-sportmanagement/","1600","275","5,818","29,403","Sehr schwer","","","","","","de","cd25fb0db25d7a124805c2b9e6fc6343","Indexierbar",""
"https://www.ehip.eu/bachelor-studium/","1644","294","5,592","46,420","Schwer","","","","","","de","cd53e1e61a3133b1379e799154bd445e","Indexierbar",""
"https://www.ehip.eu/fernstudium-bachelor/","1576","283","5,569","41,538","Schwer","","","","","","de","12cf3e204f7431ab48c380f1f2c650c1","Indexierbar",""
"https://www.ehip.eu/bachelor-studium-berufsbegleitend/","2027","353","5,742","45,413","Schwer","","","","","","de","3feb184351e38565f0cc5d38fe45eb49","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=fernstudium-fitnesstraining-fitnessmanagement&titel=B.A. Fitnesstraining und -management","416","72","5,778","60,648","Normal","","","","","","de","cfad4ff2a992747684bd51e6974c36b","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/fernstudium/bachelor/vereinsmanagement-studium/","2547","498","5,114","35,068","Schwer","","","","","","de","f752475cb0080ce8363fcd159b24337a","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/esport-studium/","2820","547","5,155","36,482","Schwer","","","","","","de","cace8e82a804f9e5873a5c3e7491d98a","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/fitnessmarketing-fernstudium/","2789","527","5,292","33,750","Schwer","","","","","","de","a707e48b206726c9c9ac534abb1974e4","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/personal-training-fernstudium/","2787","527","5,288","34,999","Schwer","","","","","","de","698fbc14e9a3e1a76382459ee7050674","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=ernaehrungswissenschaften-fernstudium&titel=B.A. Ernährungswissenschaft","412","72","5,722","61,191","Normal","","","","","","de","421c420e80a0bdc7fc7d0f20f32d2a2a","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/fernstudium/bachelor/gesundheits-und-fitnessmanagement-studium/","2835","540","5,250","33,231","Schwer","","","","","","de","ee6cb111334467e351bbd38b1188b9d4","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/sporttherapie-fernstudium/","2418","476","5,080","31,744","Schwer","","","","","","de","a3dc4052011478b43c561749d318211a","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/sporternaehrung-studium/","2445","488","5,010","35,871","Schwer","","","","","","de","635a9d50c1e0088e5c2a77a8d41a2136","Indexierbar",""
"https://www.ehip.eu/bachelor-ernaehrungswissenschaften/","1525","255","5,980","27,571","Sehr schwer","","","","","","de","f16c9ac45cc22a2a8c73a919fa2b2c65","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/nachhaltige-ernaehrung-studium/","2718","521","5,217","35,421","Schwer","","","","","","de","3a0bc05b26c77a06b98ed686f5f24c00","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungskommunikation-studium/","2406","479","5,023","31,552","Schwer","","","","","","de","fa1b46f8403efb31d4104b3c03bfe290","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-studium/","2563","504","5,085","33,563","Schwer","","","","","","de","92ac4b3fa367f3b5e5dd3f40b7a8449c","Indexierbar",""
"https://www.ehip.eu/datenschutz/aufbewahrungs-und-speicherrichtlinie/","548","103","5,320","41,343","Schwer","","","","","","de","7c76b48556125028dd5c6d9ae52db548","Nicht indexierbar","noindex"
"https://www.ehip.eu/studieninformationen-anfordern/?alias=fernstudium-sportwissenschaft-ernaehrungswissenschaft&titel=B.A. Sport- und Ernährungswissenschaft","416","72","5,778","61,462","Normal","","","","","","de","13ea23c19e5a342b88a39ed6ea5e803","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-fernstudium/","2447","501","4,884","32,781","Schwer","","","","","","de","c6f3cd7071c4d77cbca803ead84e1e80","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/betriebliches-gesundheitsmanagement-ernaehrung-fernstudium/","2360","473","4,989","30,133","Schwer","","","","","","de","5be81f61cd5a0559a8b12fb5b3d6d0d9","Nicht indexierbar","Canonicalised"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungscoach-studium/","2600","527","4,934","34,938","Schwer","","","","","","de","c508b43958cbac424066dbce7660ac1a","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/bewegungstherapie-studium/","2252","459","4,906","32,092","Schwer","","","","","","de","dd5859350e9e5b3caaeb61d2d3ced293","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/personal-training-studium/","2862","536","5,340","37,743","Schwer","","","","","","de","bd7ab4a6c6957600cb8800fd4ec9b0b1","Indexierbar",""
"https://www.ehip.eu/bwl-berufsbegleitend/","1078","167","6,455","42,776","Schwer","","","","","","de","e279fa9288cb8181534d2e1766d31916","Indexierbar",""
"https://www.ehip.eu/bwl-studium/","1929","313","6,163","44,449","Schwer","","","","","","de","7908697add527cd0983e402bf316985b","Indexierbar",""
"https://www.ehip.eu/bwl-bachelor/","1639","269","6,093","24,844","Sehr schwer","","","","","","de","70952aa52f60f12616b514cd3534affe","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=bwl-fernstudium&titel=B.A. Betriebswirtschaftslehre","414","72","5,750","61,634","Normal","","","","","","de","4cfb5f32f92c790bce4adc44beb894d7","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/bwl-schwerpunkt/","1328","215","6,177","35,761","Schwer","","","","","","de","6e87a3e09218709d4a8f226ca021581f","Indexierbar",""
"https://www.ehip.eu/bwl-studium-berufe/","1438","233","6,172","34,724","Schwer","","","","","","de","65dfd2a571a500aecae821ca2e95dc7c","Indexierbar",""
"https://www.ehip.eu/studieren-mit-oesterreichischer-vorbildung/","581","95","6,116","50,648","Relativ schwer","","","","","","de","d53a7232fbedd3a0b3067a3db1b6c832","Indexierbar",""
"https://www.ehip.eu/studieren-mit-auslaendischer-vorbildung/","708","132","5,364","51,788","Relativ schwer","","","","","","de","9a308cff99ed0f0f7e5775a26fd81947","Indexierbar",""
"https://www.ehip.eu/studieren-mit-ausbildung/","407","69","5,899","47,446","Schwer","","","","","","de","795e6236e8a3d7d131a0ab28b6a19090","Indexierbar",""
"https://www.ehip.eu/studieren-mit-abitur/","212","52","4,077","32,300","Schwer","","","","","","de","93cbdd83e9423ecfdc7dcbf9332e665e","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=e-learning-studium&titel=B.A. E-Learning-Management","412","72","5,722","60,164","Normal","","","","","","de","11bdeba46856d2f1f7c8e53b7414affe","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/fernstudium/bachelor/technische-betriebswirtschaft-studium/","2966","563","5,268","32,003","Schwer","","","","","","de","8c36a74bf76c1092720af3c44e061524","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/digitalisierung-studium/","3208","592","5,419","33,137","Schwer","","","","","","de","f7dff406a2be91624873d494ee57fba9","Indexierbar",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=digital-marketing-studium&titel=B.A. Digital Marketing","414","72","5,750","61,429","Normal","","","","","","de","61f20e41d9a5f84ea0d4108ebc657f80","Nicht indexierbar","Canonicalised,noindex"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-human-resources/","3040","577","5,269","34,124","Schwer","","","","","","de","3a4ce91e3998461e9b0514515fb2c265","Indexierbar",""
"https://www.ehip.eu/fernstudium/bachelor/e-commerce-studium/","2947","568","5,188","30,732","Schwer","","","","","","de","dbe2e3b10a20b9914068f950fefd2626","Indexierbar",""
